50;4108.00;9.90;268.00;big
50;4187.00;9.90;246.00;big
51;4390.00;9.90;284.00;big
51;4454.00;9.90;287.00;big
52;4371.00;9.90;422.00;big
52;4352.00;9.90;346.00;big
53;4260.00;9.90;359.00;big
53;4173.00;9.90;388.00;big
54;3496.00;10.98;575.00;big
54;3547.00;11.38;577.00;big
55;3624.00;10.32;1136.00;big
55;3612.00;10.40;1136.00;big
56;3475.00;9.90;1355.00;big
56;3513.00;9.90;1305.00;big
57;3678.00;9.50;1223.00;big
57;3540.00;9.50;1168.00;big
58;4008.00;11.80;1594.00;big
58;3893.00;11.90;1647.00;big
59;2581.00;9.90;907.00;big
59;2518.00;9.90;867.00;big
60;2639.00;9.90;1428.00;big
60;2701.00;9.90;1385.00;big
61;2466.00;9.90;1037.00;big
61;2430.00;9.90;980.00;big
62;2823.00;9.90;1264.00;big
62;2789.00;9.90;1229.00;big
63;4272.00;9.90;298.00;big
63;4179.00;9.50;336.00;big
64;2969.00;9.90;1371.00;big
64;2901.00;9.90;1358.00;big
65;2896.00;9.90;1468.00;big
65;2793.00;9.53;1494.00;big
66;2558.00;9.90;1530.00;big
66;2657.00;9.90;1552.00;big
67;2831.00;9.90;1696.00;big
67;2826.00;9.90;1592.00;big
68;3031.00;9.90;1567.00;big
68;2940.00;9.90;1578.00;big
69;2782.00;9.90;1966.00;big
69;2648.00;9.90;2032.00;big
70;2703.00;9.90;2241.00;big
70;2521.00;9.90;2198.00;big
71;2829.00;9.90;1250.00;big
71;2583.00;9.90;2385.00;big
72;2177.00;9.90;2207.00;big
72;2363.00;9.90;2214.00;big
73;2258.00;9.90;2375.00;big
73;2364.00;9.90;2361.00;big
74;2377.00;9.90;2521.00;big
74;2538.00;9.90;2535.00;big
75;2400.00;9.90;2689.00;big
75;2398.00;9.90;2717.00;big
76;2227.00;9.90;2772.00;big
76;2089.00;9.90;2435.00;big
77;1903.00;9.90;2398.00;big
77;1822.00;9.90;2353.00;big
78;2015.00;9.90;2305.00;big
78;2094.00;9.90;2295.00;big
79;1900.00;9.90;2214.00;big
79;1779.00;9.90;2132.00;big
80;1868.00;9.50;1299.00;big
80;2016.00;9.50;1562.00;big
81;1569.00;9.90;1251.00;big
81;1593.00;9.90;1256.00;big
82;1768.00;9.90;1146.00;big
82;1725.00;9.90;1173.00;big
83;2031.00;9.90;636.00;big
83;1980.00;9.90;582.00;big
84;2283.00;9.50;620.00;big
84;2329.00;9.90;630.00;big
86;2551.00;9.90;230.00;big
86;2500.00;9.90;366.00;big
87;2263.00;9.90;471.00;big
87;2323.00;9.90;388.00;big
88;2264.00;9.90;296.00;big
88;2331.00;9.90;300.00;big
89;2274.00;9.90;204.00;big
89;2397.00;9.90;230.00;big
90;2420.00;9.90;162.00;big
90;2289.00;9.90;107.00;big
91;2019.00;9.90;402.00;big
91;2135.00;9.90;350.00;big
92;2094.00;9.90;194.00;big
92;2173.00;9.90;234.00;big
93;1422.00;9.90;895.00;big
93;1363.00;9.90;927.00;big
94;734.00;9.90;576.00;big
94;880.00;9.90;555.00;big
95;565.00;9.90;626.00;big
95;547.00;9.90;695.00;big
96;672.00;9.90;817.00;big
96;573.00;9.90;799.00;big
97;808.00;9.90;805.00;big
97;907.00;9.90;794.00;big
98;1159.00;9.90;740.00;big
98;998.00;9.90;701.00;big
99;965.00;9.90;868.00;big
99;1006.00;9.90;855.00;big
100;888.00;9.95;969.00;big
100;1110.00;9.90;903.00;big
101;470.00;9.90;1092.00;big
101;660.00;9.90;999.00;big
102;738.00;12.60;1288.00;big
102;779.00;9.90;1177.00;big
103;914.00;9.90;1057.00;big
103;945.00;9.90;1234.00;big
104;1040.00;9.90;1310.00;big
104;979.00;9.90;1423.00;big
105;1042.00;9.90;1043.00;big
105;1087.00;9.90;1136.00;big
106;1170.00;9.90;1377.00;big
106;1166.00;9.90;1464.00;big
107;1269.00;10.40;1300.00;big
107;1244.00;10.38;1287.00;big
108;1136.00;9.90;1523.00;big
108;1178.00;9.90;1548.00;big
109;1209.00;9.90;1635.00;big
109;1379.00;9.90;1730.00;big
110;724.00;9.90;1620.00;big
110;968.00;9.90;1567.00;big
111;589.00;9.90;1483.00;big
111;719.00;9.90;1455.00;big
112;498.00;9.90;1244.00;big
112;582.00;9.90;1326.00;big
113;802.00;9.90;1731.00;big
113;845.00;9.90;1894.00;big
114;936.00;9.90;1767.00;big
114;1059.00;9.90;1761.00;big
115;1013.00;9.90;1919.00;big
115;1162.00;9.90;1929.00;big
116;946.00;9.90;1998.00;big
116;1003.00;9.90;1998.00;big
117;753.00;9.90;1959.00;big
117;683.00;9.90;1811.00;big
118;622.00;9.90;2178.00;big
118;509.00;9.90;2188.00;big
119;183.00;9.50;1872.00;big
119;303.00;11.50;1849.00;big
120;183.00;10.50;2041.00;big
120;93.00;11.50;2061.00;big
121;3468.00;9.50;1658.00;big
121;3659.00;10.50;1527.00;big
122;3691.00;9.50;1778.00;big
122;3586.00;9.50;1907.00;big
123;3609.00;9.50;941.00;big
123;3784.00;9.50;1036.00;big
124;4476.00;9.50;344.00;big
124;4427.00;9.50;369.00;big
125;3496.00;9.50;514.00;big
125;3177.00;9.50;204.00;big
126;3659.00;9.50;655.00;big
126;3760.00;9.50;720.00;big
127;3853.00;9.50;603.00;big
127;4036.00;9.50;599.00;big
128;3632.00;10.40;723.00;big
128;3672.00;10.40;725.00;big
129;3591.00;11.82;837.00;big
129;3559.00;10.50;869.00;big
130;3272.00;9.50;1991.00;big
130;2927.00;9.50;2096.00;big
131;3973.00;9.50;2251.00;big
131;4043.00;9.50;2076.00;big
132;3417.00;9.90;1463.00;big
132;3412.00;9.90;1445.00;big
133;4200.00;9.50;2278.00;big
133;4263.00;9.50;2157.00;big
134;4274.00;9.50;2331.00;big
134;4414.00;9.50;2448.00;big
135;4354.00;9.50;1618.00;big
135;4416.00;9.50;1762.00;big
136;4107.00;9.50;310.00;big
136;4077.00;9.50;211.00;big
138;2944.00;9.50;498.00;big
138;3174.00;9.50;840.00;big
139;1625.00;9.50;1679.00;big
139;1350.00;9.50;1701.00;big
140;2656.00;9.50;147.00;big
140;2876.00;9.50;131.00;big
141;2998.00;9.50;1307.00;big
141;2769.00;9.50;1281.00;big
142;2499.00;9.50;1349.00;big
142;2443.00;9.50;1558.00;big
143;3602.00;9.90;1327.00;big
143;3559.00;9.90;1390.00;big
144;3614.00;9.50;1468.00;big
144;3555.00;9.90;1453.00;big
145;2084.00;9.88;1048.00;big
145;2141.00;9.90;1092.00;big
146;2362.00;9.50;669.00;big
146;2616.00;9.50;487.00;big
147;2605.00;9.50;765.00;big
147;2698.00;9.50;910.00;big
148;2363.00;9.50;794.00;big
148;2353.00;9.50;973.00;big
149;2569.00;9.50;2698.00;big
149;2102.00;9.50;2724.00;big
151;4551.00;9.50;708.00;big
151;4301.00;9.50;715.00;big
152;4485.00;9.50;884.00;big
152;4454.00;9.50;1102.00;big
153;4538.00;9.90;1389.00;big
153;4524.00;9.50;1662.00;big
154;1389.00;9.50;1459.00;big
154;1263.00;9.50;1443.00;big
155;4522.00;9.50;1845.00;big
155;4592.00;9.50;2041.00;big
156;3361.00;9.50;1373.00;big
156;3400.00;9.50;1120.00;big
157;2637.00;9.50;1033.00;big
157;2469.00;9.50;1097.00;big
158;1688.00;9.50;2350.00;big
158;1673.00;9.50;2618.00;big
159;3808.00;9.50;2135.00;big
159;3644.00;9.50;2073.00;big
160;2139.00;9.50;102.00;big
160;2386.00;9.50;88.00;big
161;3048.00;9.50;1454.00;big
161;3095.00;9.90;1658.00;big
163;2842.00;9.50;2364.00;big
163;2890.00;9.50;2670.00;big
164;2042.00;9.50;709.00;big
164;1948.00;9.50;501.00;big
165;1985.00;9.50;205.00;big
165;1926.00;9.50;431.00;big
166;4519.00;9.90;2696.00;big
166;4281.00;9.90;2630.00;big
167;298.00;9.50;1779.00;big
167;53.00;9.50;1878.00;big
168;1032.00;9.50;2195.00;big
168;1230.00;9.50;2533.00;big
169;4530.00;9.50;342.00;big
169;4589.00;9.50;274.00;big
170;1628.00;9.50;555.00;big
170;1440.00;9.50;67.00;big
171;4547.00;9.50;2208.00;big
171;4505.00;9.50;2339.00;big
172;4375.00;9.50;518.00;big
172;4295.00;9.50;489.00;big
173;2573.00;9.50;1764.00;big
173;2797.00;9.50;1829.00;big
174;2577.00;9.50;1013.00;big
174;2523.00;9.90;981.00;big
175;4148.00;9.50;36.00;big
175;4208.00;9.50;160.00;big
176;2014.00;9.90;1415.00;big
176;1947.00;9.90;1402.00;big
177;4431.00;9.60;209.00;big
177;4509.00;9.50;227.00;big
178;190.00;9.50;2241.00;big
178;426.00;9.50;2651.00;big
179;4468.00;9.50;25.00;big
179;4368.00;9.50;22.00;big
180;508.00;9.50;1708.00;big
180;620.00;9.50;1939.00;big
181;340.00;9.50;1339.00;big
181;175.00;9.50;1489.00;big
182;2358.00;9.90;1429.00;big
182;2236.00;9.90;1380.00;big
183;1347.00;9.50;997.00;big
183;1132.00;9.50;1048.00;big
184;3887.00;9.50;1453.00;big
184;3724.00;9.50;1444.00;big
185;1529.00;9.50;903.00;big
185;1688.00;9.50;890.00;big
186;4583.00;9.50;164.00;big
186;4579.00;9.50;93.00;big
187;3147.00;9.50;2557.00;big
187;3777.00;9.50;2612.00;big
188;1596.00;9.50;1203.00;big
188;1843.00;9.50;1134.00;big
189;1693.00;9.50;2040.00;big
189;1531.00;9.50;2159.00;big
190;870.00;9.50;67.00;big
190;946.00;9.50;380.00;big
191;4150.00;9.50;446.00;big
191;4107.00;9.50;347.00;big
192;122.00;9.50;460.00;big
192;544.00;9.50;262.00;big
193;1126.00;9.50;1208.00;big
193;1304.00;9.50;1240.00;big
194;1290.00;9.50;722.00;big
194;1177.00;9.90;477.00;big
195;415.00;9.50;981.00;big
195;190.00;9.50;1098.00;big
196;1985.00;9.50;2100.00;big
196;2175.00;9.50;1945.00;big
197;4581.00;9.50;470.00;big
197;4449.00;9.50;515.00;big
199;2301.00;9.50;1952.00;big
199;2511.00;9.50;2016.00;big
